source,frame,true_label,predicted_label,correct
Aramaan,data/gesture_dataset/Aramaan/BARK/001.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/002.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/003.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/004.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/005.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/006.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/007.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/008.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/009.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/010.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/011.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/012.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/013.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/014.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/015.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/016.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/017.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/018.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/019.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/020.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/021.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/022.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/023.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/024.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/025.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/026.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/027.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/028.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/029.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/BARK/030.jpg,BARK,BARK,True
Aramaan,data/gesture_dataset/Aramaan/SIT/001.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/002.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/003.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/004.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/005.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/006.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/007.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/008.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/009.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/010.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/011.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/012.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/013.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/014.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/015.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/016.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/017.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/018.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/019.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/020.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/021.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/022.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/023.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/024.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/025.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/026.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/027.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/028.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/029.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/SIT/030.jpg,SIT,SIT,True
Aramaan,data/gesture_dataset/Aramaan/STAND/001.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/002.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/003.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/004.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/005.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/006.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/007.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/008.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/009.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/010.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/011.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/012.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/013.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/014.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/015.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/016.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/017.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/018.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/019.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/020.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/021.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/022.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/023.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/024.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/025.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/026.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/027.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/028.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/029.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STAND/030.jpg,STAND,STAND,True
Aramaan,data/gesture_dataset/Aramaan/STOP/001.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/002.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/003.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/004.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/005.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/006.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/007.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/008.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/009.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/010.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/011.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/012.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/013.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/014.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/015.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/016.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/017.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/018.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/019.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/020.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/021.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/022.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/023.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/024.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/025.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/026.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/027.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/028.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/029.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/STOP/030.jpg,STOP,STOP,True
Aramaan,data/gesture_dataset/Aramaan/WALK/001.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/002.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/003.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/004.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/005.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/006.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/007.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/008.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/009.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/010.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/011.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/012.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/013.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/014.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/015.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/016.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/017.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/018.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/019.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/020.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/021.jpg,WALK,WALK,True
Aramaan,data/gesture_dataset/Aramaan/WALK/022.jpg,WALK,WALK,True
Aramaan,data/gesture_dataset/Aramaan/WALK/023.jpg,WALK,WALK,True
Aramaan,data/gesture_dataset/Aramaan/WALK/024.jpg,WALK,WALK,True
Aramaan,data/gesture_dataset/Aramaan/WALK/025.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/026.jpg,WALK,WALK,True
Aramaan,data/gesture_dataset/Aramaan/WALK/027.jpg,WALK,WALK,True
Aramaan,data/gesture_dataset/Aramaan/WALK/028.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/029.jpg,WALK,FORWARD,False
Aramaan,data/gesture_dataset/Aramaan/WALK/030.jpg,WALK,FORWARD,False
Pratham,data/gesture_dataset/Pratham/BARK/001.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/002.jpg,BARK,NO_GESTURE,False
